token,count,len,noise_reason,label,review_flag,document_support,candidate_source,extra_filter_reason,candidate_status
inoenda,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inoendesa,4,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inofamba,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inofanirwa,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inogara,11,7,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
inogona,9,7,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
inoita,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
inoitwa,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inokwana,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
inonaka,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
inonzi,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
inopa,6,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
inopedza,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inorarama,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inorojeswa,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
inosara,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inosimudzira,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inosvika,8,8,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
inotarisisa,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inotengeswa,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inotevera,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inoti,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inotonhora,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inotora,4,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
inouya,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
inyaya,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
inzira,5,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
inzvimbo,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
inzwa,4,5,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
ipai,7,4,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
ipapa,18,5,,shona_candidate,,18,deterministic,,candidate_missing_from_base_lexicon
ipapo,72,5,,shona_candidate,suspected_non_content_seed,67,deterministic,already_in_base_lexicon,already_in_base_lexicon
ipi,6,3,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
iriko,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
iripazasi,7,9,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
iripi,6,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
iripo,13,5,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
iroro,11,5,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
isati,5,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ishe,3,4,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
ishoma,16,6,,shona_candidate,,16,deterministic,,candidate_missing_from_base_lexicon
isina,18,5,,shona_candidate,,16,deterministic,,candidate_missing_from_base_lexicon
isiri,9,5,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
issawholenewvibe,9,16,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
itai,10,4,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
itori,7,5,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
itsva,11,5,,shona_candidate,,11,deterministic,already_in_base_lexicon,already_in_base_lexicon
ityai,7,5,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
iuye,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ivai,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ivava,30,5,,shona_candidate,,30,deterministic,,candidate_missing_from_base_lexicon
ivavo,43,5,,shona_candidate,,43,deterministic,,candidate_missing_from_base_lexicon
ivhu,3,4,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
iwaya,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
iwayo,6,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
iwe,257,3,,shona_candidate,suspected_non_content_seed,243,deterministic,already_in_base_lexicon,already_in_base_lexicon
iwee,9,4,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
iwewe,62,5,,shona_candidate,,59,deterministic,,candidate_missing_from_base_lexicon
iya,16,3,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
iye,70,3,,shona_candidate,suspected_non_content_seed,68,deterministic,already_in_base_lexicon,already_in_base_lexicon
iyewo,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
iyeye,18,5,,shona_candidate,suspected_non_content_seed,18,deterministic,,candidate_missing_from_base_lexicon
iyo,94,3,,shona_candidate,suspected_non_content_seed,85,deterministic,already_in_base_lexicon,already_in_base_lexicon
iyoyi,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
iyoyo,32,5,,shona_candidate,suspected_non_content_seed,30,deterministic,,candidate_missing_from_base_lexicon
izuva,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
izvezvi,13,7,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
izvozvi,13,7,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
izvozvo,20,7,,shona_candidate,,20,deterministic,,candidate_missing_from_base_lexicon
izwi,5,4,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
jahman,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
jecha,3,5,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
jehovha,6,7,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
jeri,3,4,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
jiti,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
jobho,6,5,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
jobszimbabwe,7,12,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
jongwe,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
jonso,10,5,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
jukwa,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kaa,48,3,,shona_candidate,,46,deterministic,,candidate_missing_from_base_lexicon
kacho,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kae,4,3,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kah,7,3,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kako,5,4,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kambani,4,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kamuri,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kamusikana,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kamwe,9,5,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kaneta,8,6,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kangani,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kani,23,4,,shona_candidate,,21,deterministic,,candidate_missing_from_base_lexicon
kanzuru,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kare,45,4,,shona_candidate,,43,deterministic,already_in_base_lexicon,already_in_base_lexicon
kasina,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
katalog,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kaviri,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kazhinji,4,8,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kekutanga,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
khuphe,4,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kikiki,6,6,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kikikiki,4,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kikky,8,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kna,4,3,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kodzero,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kombi,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
komichi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kozoti,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kristu,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kty,3,3,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
kuba,4,4,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubasa,17,6,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
kubata,15,6,,shona_candidate,,15,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubatana,10,8,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubatsira,12,9,,shona_candidate,,7,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubatsirwa,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kubatwa,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kubhadhara,15,10,,shona_candidate,,12,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubhaibheri,3,11,,shona_candidate,,1,deterministic,,candidate_missing_from_base_lexicon
kubhawa,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kubika,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubira,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kubuda,5,6,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubva,135,5,,shona_candidate,,126,deterministic,,candidate_missing_from_base_lexicon
kubvisa,7,7,,shona_candidate,,7,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubvuma,6,7,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
kubvunza,9,8,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
kubvunzurudza,3,13,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kucc,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuchechi,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuchema,8,7,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuchenesa,7,9,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuchengeta,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kuchengetedza,4,13,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuchengeteka,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuchera,4,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuchikoro,23,9,,shona_candidate,,21,deterministic,,candidate_missing_from_base_lexicon
kuchikurubi,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuchinjwa,7,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuchurch,8,8,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
kuda,71,4,,shona_candidate,,70,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudada,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudai,13,5,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
kudanana,9,8,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudare,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kudarika,9,8,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudaro,14,6,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
kudenga,5,7,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudhara,17,7,,shona_candidate,,17,deterministic,,candidate_missing_from_base_lexicon
kudii,12,5,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
kudivi,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kudiwa,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kudm,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kudonhedza,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kudura,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kudya,133,5,,shona_candidate,,125,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudyiwa,5,7,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudzidza,5,8,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudzidzisa,9,10,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
kudzika,6,7,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudzima,4,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudzimba,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kudzoka,16,7,,shona_candidate,,15,deterministic,already_in_base_lexicon,already_in_base_lexicon
kudzokera,6,9,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuenda,57,6,,shona_candidate,,55,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuenderera,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kuendesa,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuendeswa,14,9,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
kufa,13,4,,shona_candidate,,13,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufadza,9,7,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
kufamba,9,7,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufambira,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kufambisa,3,9,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufanana,4,8,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufara,5,6,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufarira,3,8,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufarisa,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kufema,5,6,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuferefeta,7,10,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kufirwa,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kufona,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kufonera,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kufudza,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kufunga,10,7,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kugadzira,8,9,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kugadzirira,5,11,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kugadzirisa,10,11,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kugadzirwa,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kugara,15,6,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
kugarisana,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kugeza,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kugona,8,6,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kugovana,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuguma,4,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuguta,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kuhondo,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kuhotera,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuhwina,5,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuimba,7,6,,shona_candidate,,7,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuine,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuisa,24,5,,shona_candidate,,23,deterministic,,candidate_missing_from_base_lexicon
kuita,156,5,,shona_candidate,,151,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuitei,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kuitika,5,7,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuitira,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kuitwa,12,6,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
kuiziva,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kujairira,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kujeri,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kukama,5,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kukenya,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
kukoshesa,7,9,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kukudza,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kukumbira,11,9,,shona_candidate,,11,deterministic,already_in_base_lexicon,already_in_base_lexicon
kukupa,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kukura,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kukwana,9,7,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
kukwanisa,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kukwira,8,7,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuma,44,4,,shona_candidate,,42,deterministic,,candidate_missing_from_base_lexicon
kumabasa,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kumahumbwe,4,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kumamisha,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kumanikidza,3,11,,shona_candidate,,2,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumaraini,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kumariro,5,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kumaruwa,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kumashure,13,9,,shona_candidate,,12,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumba,272,5,,shona_candidate,,268,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumbare,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kumberi,12,7,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
kumeso,7,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kumhandara,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kumhuri,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kumira,8,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kumirira,11,8,,shona_candidate,,11,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumisa,14,6,,shona_candidate,,13,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumuka,6,6,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumukadzi,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kumunhu,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kumupa,6,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kumurume,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kumusana,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kumusangano,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kumusha,68,7,,shona_candidate,,58,deterministic,,candidate_missing_from_base_lexicon
kumusoro,4,8,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kumutambo,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kumwe,10,5,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
kuna,58,4,,shona_candidate,,57,deterministic,,candidate_missing_from_base_lexicon
kunaka,16,6,,shona_candidate,,16,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunakirwa,4,9,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunamata,4,8,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunana,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kunanga,4,7,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
kunational,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kundirova,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kune,186,4,,shona_candidate,,180,deterministic,,candidate_missing_from_base_lexicon
kunenge,7,7,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunetsa,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kunew,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kunga,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kungobuda,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kungoda,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kungoita,7,8,,shona_candidate,suspected_non_content_seed,7,deterministic,,candidate_missing_from_base_lexicon
kungonzi,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kungoti,20,7,,shona_candidate,,20,deterministic,,candidate_missing_from_base_lexicon
kungwara,4,8,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunhamo,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kuno,75,4,,shona_candidate,,68,deterministic,,candidate_missing_from_base_lexicon
kunodiwa,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kunoita,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kunonoka,3,8,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunonzi,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kunoroora,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kunosiya,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kunotenga,5,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kunotora,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kunwa,8,5,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunyange,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kunyanya,8,8,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunyara,3,7,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunyarara,3,9,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunyepa,10,7,,shona_candidate,,10,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunyepera,6,9,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
kunyika,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kunyora,4,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunze,70,5,,shona_candidate,,68,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunzi,24,5,,shona_candidate,,23,deterministic,,candidate_missing_from_base_lexicon
kunzwa,20,6,,shona_candidate,,19,deterministic,already_in_base_lexicon,already_in_base_lexicon
kunzwisisa,3,10,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuona,69,5,,shona_candidate,,63,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuonana,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kupa,32,4,,shona_candidate,,32,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupambwa,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kuparara,7,8,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kupedza,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kupenga,6,7,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupera,12,6,,shona_candidate,,11,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuperera,4,8,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupfeka,12,7,,shona_candidate,,12,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupfura,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
kupfurwa,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kupfuura,8,8,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupi,33,4,,shona_candidate,,33,deterministic,,candidate_missing_from_base_lexicon
kupihwa,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kupikisa,6,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
kupiko,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kupinda,23,7,,shona_candidate,,22,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupinza,5,7,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupiwa,8,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
kupora,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kupurazi,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
kupusa,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
kuramba,8,7,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
kurangarira,3,11,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
kurara,8,6,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
